Name,MKT CAP,ENTERPRISE VALUE,Area,Type,Announced,Date,Q,V,M,SR,QV,QM,VM,F Score,Bankruptcy,Analyst Target Price,Spread,DayBefore,OnDay,All Share,Return,Return v's All Share,Category,Debt Category,Debt,Style,,,,
SDI,£126.90,£149.40,Healthcare,Final Result,Yes,08/08/2023,89,43,27,51,66,58,35,6,3.07,63.93%,328,122.7,119.96,-0.45%,-2.23%,-1.78%,D <250m,D >0%,20%,Small Cap,,,,
TIFS,£676.30,"£1,345.80",Consumer Cyclicals,Interim Result,Yes,08/08/2023,70,46,72,70,58,71,59,5,1.82,19.61%,15,127.4,152.2,-0.45%,19.47%,19.92%,F <1000m,B >60%,100%,Large Cap,,,,
ZTF,£194.00,£221.80,Basic Materials,Interim Result,Yes,08/08/2023,92,39,95,90,66,94,67,8,3.5,9.65%,203,394,389,-0.45%,-1.27%,-0.82%,D <250m,D >0%,10%,Small Cap,,,,
FOUR,"£1,467.80","£1,410.70",Consumer Cyclicals,Interim Result,Yes,09/08/2023,81,24,95,78,53,88,60,6,26.16,15.25,19,"5,140.00","5,140.00",0.76%,0.00%,-0.76%,G <2000m,E >-20%,0%,Large Cap,,,,
ARIX,£151.40,£28.70,Financials,Interim Result,Yes,09/08/2023,36,24,77,40,30,57,51,4,,47.01,214,115.97,116.88,0.76%,0.78%,0.02%,D <250m,G >-100%,-80%,Financials,,,,
BOCH,"£1,152.00","-£6,626.60",Financials,Interim Result,Yes,09/08/2023,50,91,96,94,71,73,94,5,,63.54,78,257,267,0.76%,3.89%,3.13%,G <2000m,G >-100%,-680%,Financials,,,,
BWY,"£2,675.20","£2,382.70",Consumer Cyclicals,Trading Statement,Yes,09/08/2023,69,90,55,86,80,62,73,6,9.62,18,9,"2,210.00","2,186.00",0.76%,-1.09%,-1.85%,H >2000m,E >-20%,-10%,Large Cap,,,,
CLI,£561.10,"£1,556.70",Financials,Interim Result,Yes,09/08/2023,45,61,32,40,53,39,47,4,1.46,19.69,28,141.4,135.16,0.76%,-4.41%,-5.17%,F <1000m,A >100%,180%,Financials,,,,
CML,£67.40,£44.30,Technology,Trading Statement,Yes,09/08/2023,93,34,58,68,64,76,46,7,6.42,,230,435.9,435.5,0.76%,-0.09%,-0.85%,C <100m,F >-60%,-30%,Small Cap,,,,
CCH,"£8,315.90","£9,813.80",Consumer Defensives,Interim Result,Yes,09/08/2023,86,48,99,92,67,93,74,5,2.1,29.28,4,"2,255.00","2,288.00",0.76%,1.46%,0.70%,H >2000m,D >0%,20%,Large Cap,,,,
FLTR,"£26,667.10","£31,842.10",Consumer Cyclicals,Interim Result,Yes,09/08/2023,63,13,86,52,38,75,50,5,4.09,17.13,3,"14,795.00","14,490.00",0.76%,-2.06%,-2.82%,H >2000m,D >0%,20%,Large Cap,,,,
HSP,£142.40,£154.90,Industrials,Final Result,Yes,09/08/2023,41,92,70,80,67,56,81,5,4.29,62.29,526,440,460.12,0.76%,4.57%,3.81%,D <250m,D >0%,10%,Outside,,,,
HILS,"£1,253.50","£1,373.20",Basic Materials,Interim Result,Yes,09/08/2023,89,26,97,85,58,93,62,7,4.78,5.18,38,"1,560.00","1,679.95",0.76%,7.69%,6.93%,G <2000m,D >0%,10%,Small Cap,,,,
HSX,"£3,799.50","£3,303.80",Financials,Interim Result,Yes,09/08/2023,43,25,88,49,34,66,57,5,,11.08,9,"1,120.00","1,036.00",0.76%,-7.50%,-8.26%,H >2000m,E >-20%,-10%,Financials,,,,
IHR,£373.80,£488.40,Financials,Interim Result,Yes,09/08/2023,77,45,56,64,61,67,51,5,3.24,29.16,11,90.6,89.86,0.76%,-0.82%,-1.58%,E <500m,C >20%,30%,Financials,,,,
MXCT,£343.40,£167.70,Healthcare,Interim Result,Yes,09/08/2023,41,11,37,18,26,39,24,5,7.77,145.78,290,335,338,0.76%,0.90%,0.14%,E <500m,F >-60%,-50%,Small Cap,,,,
RM.,£58.30,£124.30,Technology,Interim Result,Yes,09/08/2023,26,78,74,64,52,50,76,2,-1.35,101.44,662,71.8,49.75,0.76%,-30.71%,-31.47%,C <100m,A >100%,110%,Outside,,,,
SUS,£281.90,£475.30,Financials,Trading Statement,Yes,09/08/2023,53,71,91,87,62,72,81,3,,14.87,43,"2,330.00","2,384.00",0.76%,2.32%,1.56%,E <500m,B >60%,70%,Financials,,,,
STB,£106.30,-£261.10,Financials,Interim Result,Yes,09/08/2023,46,99,45,71,73,46,72,5,,159.81,209,581.85,583.6,0.76%,0.30%,-0.46%,D <250m,G >-100%,-350%,Financials,,,,
TCAP,"£1,223.20",-£586.80,Financials,Interim Result,Yes,09/08/2023,95,97,66,98,96,81,82,8,,52.38,6,152.9,168.3,0.76%,10.07%,9.31%,G <2000m,G >-100%,-150%,Financials,,,,
EGY,£366.20,£393.70,Energy,Interim Result,Yes,09/08/2023,77,66,39,66,72,58,53,5,3.38,106.99,"1,538",325,305,0.76%,-6.15%,-6.91%,E <500m,D >0%,10%,Outside,,,,
ANTO,"£15,601.20","£18,663.10",Basic Materials,Interim Result,Yes,10/08/2023,76,28,56,51,52,66,42,5,5.93,-6.89%,3,"1,609.50","1,633.50",0.06%,1.49%,1.43%,H >2000m,D >0%,20%,Large Cap,,,,
DLN,"£2,439.00","£3,646.50",Financials,Interim Result,Yes,10/08/2023,69,35,19,33,52,44,27,6,3.76,23.42%,9,"2,166.00","2,170.00",0.06%,0.18%,0.12%,H >2000m,C >20%,50%,Financials,,,,
CKT,£24.30,£9.30,Technology,Trading Statement,Yes,10/08/2023,57,19,35,27,38,46,27,5,2.31,82.22%,444,23.25,23,0.06%,-1.08%,-1.14%,B <50m,G >-100%,-60%,Outside,,,,
WPM,"£15,537.40","£14,911.40",Basic Materials,Interim Result,Yes,10/08/2023,80,9,89,63,45,85,49,6,226.11,30.97%,476,"3,460.00","3,450.00",0.06%,-0.29%,-0.35%,H >2000m,E >-20%,0%,Outside,,,,
SVS,"£1,425.10","£1,432.50",Financials,Interim Result,Yes,10/08/2023,79,67,71,87,73,75,69,6,3.05,6.64%,5,988,913,0.06%,-7.59%,-7.65%,G <2000m,E >-20%,0%,Financials,,,,
ROO,"£2,213.80","£1,326.20",Technology,Interim Result,Yes,10/08/2023,67,26,98,72,47,83,62,5,8.89,13.02%,8,123.7,127.7,0.06%,3.23%,3.17%,H >2000m,F >-60%,-40%,Large Cap,,,,
RCOI,£62.00,£58.50,Financials,Interim Result,Yes,10/08/2023,69,67,74,84,68,72,71,6,98.96,,230,0.87,0.88,0.06%,1.15%,1.09%,C <100m,E >-20%,-10%,Financials,,,,
PSN,"£3,620.60","£2,759.00",Consumer Cyclicals,Interim Result,Yes,10/08/2023,67,92,52,84,80,60,72,4,10.04,14.57%,4,"1,128.50","1,156.79",0.06%,2.51%,2.45%,H >2000m,F >-60%,-20%,Large Cap,,,,
OSB,"£1,497.70","-£1,577.40",Financials,Interim Result,Yes,10/08/2023,61,96,21,62,79,41,59,7,,86.80%,5,373,383.6,0.06%,2.84%,2.78%,G <2000m,G >-100%,-210%,Financials,,,,
OCN,£360.70,£648.50,Industrials,Interim Result,Yes,10/08/2023,76,79,94,97,78,85,87,4,4.07,61.30%,339,991,"1,030.00",0.06%,3.94%,3.88%,E <500m,B >60%,80%,Small Cap,,,,
LRE,"£1,428.80","£1,366.50",Financials,Interim Result,Yes,10/08/2023,61,45,78,68,53,70,62,6,,17.65%,8,580.25,601,0.06%,3.58%,3.52%,G <2000m,E >-20%,0%,Financials,,,,
HSW,£165.50,£177.10,Technology,Interim Result,Yes,10/08/2023,35,18,90,44,27,63,54,3,4.47,47.71%,150,135.83,133,0.06%,-2.08%,-2.14%,D <250m,D >0%,10%,Small Cap,,,,
CAL,£96.50,£256.30,Financials,Interim Result,Yes,10/08/2023,75,89,60,90,82,68,75,8,2.4,27.25%,143,58.6,56.4,0.06%,-3.75%,-3.81%,C <100m,A >100%,170%,Financials,,,,
ENT,"£8,757.60","£11,677.80",Consumer Cyclicals,Interim Result,Yes,10/08/2023,64,21,83,57,43,74,52,4,2.14,31.94%,4,"1,361.00","1,352.00",0.06%,-0.66%,-0.72%,H >2000m,C >20%,30%,Large Cap,,,,
SUS,£288.00,£481.40,Financials,Trading Statement,Yes,10/08/2023,54,71,92,86,63,73,82,3,,12.45%,42,"2,384.00","2,281.00",0.06%,-4.32%,-4.38%,E <500m,B >60%,70%,Financials,,,,
STB,£108.20,-£259.20,Financials,Interim Result,Yes,10/08/2023,46,98,46,72,72,46,72,5,,155.31%,69,583.6,592.71,0.06%,1.56%,1.50%,D <250m,G >-100%,-340%,Financials,,,,
RCN,£194.20,£259.90,Technology,Final Result,Yes,10/08/2023,48,38,75,51,43,62,57,4,0.49,,121,126,122.5,0.06%,-2.78%,-2.84%,D <250m,C >20%,30%,Small Cap,,,,
ATYM,£457.40,£407.70,Basic Materials,Interim Result,Yes,10/08/2023,45,39,49,38,42,47,44,4,5.28,41.97%,31,329,330,0.06%,0.30%,0.24%,E <500m,E >-20%,-10%,Small Cap,,,,
PFC,£428.10,£853.30,Energy,Interim Result,Yes,10/08/2023,6,36,48,19,21,27,42,3,-0.74,2.38%,67,82.15,84.13,0.06%,2.41%,2.35%,E <500m,B >60%,100%,Small Cap,,,,
WOSG,"£1,663.80","£2,057.80",Consumer Cyclicals,Trading Statement,Yes,10/08/2023,87,55,43,69,71,65,49,7,5.41,37.56%,7,686.5,688.32,0.06%,0.27%,0.21%,G <2000m,D >0%,20%,Large Cap,,,,
ATT,"£1,022.70","£1,006.20",Financials,Interim Result,Yes,10/08/2023,,,,,0,0,0,5,568.87,,39,260.5,259.03,0.06%,-0.56%,-0.62%,G <2000m,E >-20%,0%,Financials,,,,
VID,£244.60,£438.10,Technology,Interim Result,Yes,10/08/2023,82,91,8,65,87,45,50,6,2.03,120.00%,57,535,541.42,0.06%,1.20%,1.14%,D <250m,B >60%,80%,Small Cap,,,,
SPX,"£7,956.70","£8,713.10",Industrials,Interim Result,Yes,10/08/2023,73,9,75,49,41,74,42,4,4.63,7.95%,14,"10,915.00","10,405.00",0.06%,-4.67%,-4.73%,H >2000m,D >0%,10%,Large Cap,,,,
HGEN,£72.00,£53.80,Financials,Trading Statement,Yes,10/08/2023,25,33,34,19,29,30,34,2,495.23,69.05%,465,56.21,56.37,0.06%,0.28%,0.22%,C <100m,F >-60%,-30%,Financials,,,,
CARD,£354.50,£515.70,Consumer Cyclicals,Trading Statement,Yes,10/08/2023,83,87,91,99,85,87,89,7,1.35,36.17%,96,104.2,102.4,0.06%,-1.73%,-1.79%,E <500m,C >20%,50%,Small Cap,,,,
ZOO,£61.20,£60.00,Technology,Final Result,Yes,10/08/2023,54,66,16,39,60,35,41,6,3.29,168.20%,160,62.15,65,0.06%,4.59%,4.53%,C <100m,E >-20%,0%,Small Cap,,,,
CNIC,£365.20,£414.00,Technology,Interim Result,Yes,14/08/2023,74,38,73,68,56,74,56,6,1.92,97.35%,15,131.2,127,-0.22%,-3.20%,-2.98%,E <500m,D >0%,10%,Large Cap,,,,
GINV,£5.60,£5.10,Technology,Interim Result,Yes,14/08/2023,51,75,20,45,63,36,48,5,0.51,,619,4.85,4.85,-0.22%,0.00%,0.22%,A <10m,E >-20%,-10%,Outside,,,,
PLUS,"£1,190.30",£463.30,Financials,Interim Result,Yes,14/08/2023,94,84,55,93,89,75,70,5,18.27,55.31%,7,"1,449.00","1,445.00",-0.22%,-0.28%,-0.06%,G <2000m,G >-100%,-60%,Financials,,,,
SRAD,£154.10,£231.50,Industrials,Interim Result,Yes,14/08/2023,71,66,67,81,69,69,67,5,2.7,38.43%,251,125,113,-0.22%,-9.60%,-9.38%,D <250m,C >20%,50%,Small Cap,,,,
BGEO,"£1,471.60",£224.50,Financials,Interim Result,Yes,17/08/2023,76,94,78,97,85,77,86,7,,38.64%,16,"3,234.25","3,620.00",-0.33%,11.93%,12.26%,G <2000m,G >-100%,-80%,Financials,,,,
ESP,£515.30,£847.30,Financials,Interim Result,Yes,17/08/2023,67,62,62,72,65,65,62,6,3.78,26.70%,12,85.84,89.6,-0.33%,4.38%,4.71%,F <1000m,C >20%,60%,Financials,,,,
HSW,£161.20,£168.30,Technology,Interim Result,Yes,17/08/2023,61,18,90,57,40,76,54,6,3.5,51.55%,38,130,130.5,-0.33%,0.38%,0.71%,D <250m,E >-20%,0%,Small Cap,,,,
IUG,£38.40,£31.70,Industrials,Interim Result,Yes,17/08/2023,66,14,60,42,40,63,37,6,7.93,206.38%,426,11.55,10.97,-0.33%,-5.02%,-4.69%,B <50m,F >-60%,-20%,Outside,,,,
ITM,£597.70,£287.00,Industrials,Final Result,Yes,17/08/2023,17,5,26,6,11,22,16,2,3.21,48.79%,14,89.8,89.92,-0.33%,0.13%,0.46%,F <1000m,F >-60%,-50%,Large Cap,,,,
RNK,£416.90,£574.70,Consumer Cyclicals,Final Result,Yes,17/08/2023,59,33,83,62,46,71,58,5,-0.54,49.81%,68,91.27,88.49,-0.33%,-3.05%,-2.72%,E <500m,C >20%,40%,Small Cap,,,,
RCN,£189.10,£254.90,Technology,Final Result,Yes,17/08/2023,48,39,73,51,44,61,56,4,0.44,,82,119,120,-0.33%,0.84%,1.17%,D <250m,C >20%,30%,Small Cap,,,,
TRMR,£361.20,£316.60,Consumer Cyclicals,Interim Result,Yes,17/08/2023,77,72,47,75,75,62,60,5,3.69,314.23%,8,255,180,-0.33%,-29.41%,-29.08%,E <500m,E >-20%,-10%,Large Cap,,,,
WSG,£5.00,£4.40,Technology,Interim Result,Yes,17/08/2023,41,54,65,50,48,53,60,4,3.67,,"1,333",1.47,1.47,-0.33%,0.00%,0.33%,A <10m,E >-20%,-10%,Outside,,,,
WNWD,£32.10,£16.30,Financials,Interim Result,Yes,17/08/2023,32,11,48,19,22,40,30,4,-5.21,183.90%,"1,333",40,45,-0.33%,12.50%,12.83%,B <50m,F >-60%,-50%,Financials,,,,
KGP,"£11,677.30","£13,225.60",Consumer Cyclicals,Interim Result,Yes,18/08/2023,79,19,99,77,49,89,59,5,4.11,-16.05%,332,74.54,72.8,-0.82%,-2.33%,-1.51%,H >2000m,D >0%,10%,Small Cap,,,,
MIRI,£7.10,-£3.70,Consumer Cyclicals,Interim Result,Yes,21/08/2023,21,25,12,9,23,17,19,4,-12.43,3003.45%,690,1.42,1.4,0.41%,-1.41%,-1.82%,A <10m,G >-100%,-150%,Outside,,,,
TGA,£760.20,£130.80,Energy,Interim Result,Yes,21/08/2023,98,99,17,86,99,58,58,8,9.55,30.02%,4,538.48,561.8,0.41%,4.33%,3.92%,F <1000m,G >-100%,-80%,Large Cap,,,,
ANX,£71.40,£137.40,Industrials,Interim Result,Yes,22/08/2023,69,98,10,62,84,40,54,5,7.64,395.87%,165,60.1,65.5,0.71%,8.99%,8.28%,C <100m,B >60%,90%,Small Cap,,,,
BHP,"£111,283.00","£118,016.70",Basic Materials,Final Result,Yes,22/08/2023,90,77,55,89,84,73,66,6,7.61,10.17%,2,"2,197.00","2,208.00",0.71%,0.50%,-0.21%,H >2000m,D >0%,10%,Large Cap,,,,
EMR,£20.20,£41.60,Industrials,Interim Result,Yes,22/08/2023,81,96,15,73,89,48,56,8,1.33,82.72%,"1,235",40.5,40,0.71%,-1.23%,-1.94%,B <50m,A >100%,110%,Outside,,,,
GEMD,£22.60,£89.80,Basic Materials,Trading Statement,Yes,22/08/2023,60,98,9,55,79,35,54,5,-3.15,171.97%,464,16.55,16.6,0.71%,0.30%,-0.41%,B <50m,A >100%,300%,Outside,,,,
WG.,"£1,028.10","£1,599.00",Energy,Interim Result,Yes,22/08/2023,43,80,80,80,62,62,80,5,1.47,37.44%,7,147.7,153.77,0.71%,4.11%,3.40%,G <2000m,C >20%,60%,Large Cap,,,,
LOOK,£492.50,£929.80,Consumer Cyclicals,Interim Result,Yes,22/08/2023,64,75,98,94,70,81,87,6,1.48,4.65%,16,129.01,128.99,0.71%,-0.02%,-0.73%,E <500m,B >60%,90%,Large Cap,,,,
MIRI,£6.90,-£3.90,Consumer Cyclicals,Interim Result,Yes,22/08/2023,21,26,12,9,24,17,19,4,-12.5,3114.29%,714,1.4,1.3,0.71%,-7.14%,-7.85%,A <10m,G >-100%,-160%,Outside,,,,
NOG,£21.10,£208.20,Energy,Interim Result,Yes,22/08/2023,52,99,15,55,76,34,57,5,12.57,,723,12.07,12,0.71%,-0.58%,-1.29%,B <50m,A >100%,890%,Outside,,,,
ANG,£27.40,£24.80,Consumer Cyclicals,Trading Statement,Yes,23/08/2023,85,64,85,93,75,85,75,6,2.76,,845,34.16,38,0.50%,11.24%,10.74%,B <50m,E >-20%,-10%,Outside,,,,
COST,£126.70,£27.00,Industrials,Interim Result,Yes,23/08/2023,80,97,70,97,89,75,84,6,2.31,59.39%,154,46.17,51,0.50%,10.46%,9.96%,D <250m,G >-100%,-80%,Small Cap,,,,
BMK,£299.40,£371.20,Healthcare,Interim Result,Yes,24/08/2023,62,38,79,64,50,71,59,5,4.09,56.07%,642,40,37.81,0.39%,-5.48%,-5.87%,E <500m,D >0%,20%,Outside,,,,
CRH,"£31,673.10","£36,115.70",Basic Materials,Interim Result,Yes,24/08/2023,83,36,93,85,60,88,65,7,2.89,11.52%,2,"4,495.00","4,463.00",0.39%,-0.71%,-1.10%,H >2000m,D >0%,10%,Large Cap,,,,
HBR,"£1,928.60","£3,090.70",Energy,Interim Result,Yes,24/08/2023,82,95,14,72,89,48,55,8,0.8,58.28%,4,247.26,237.6,0.39%,-3.91%,-4.30%,G <2000m,C >20%,60%,Large Cap,,,,
HAS,"£1,569.60","£1,657.90",Industrials,Final Result,Yes,24/08/2023,85,68,45,77,77,65,57,6,3.82,43.44%,5,102.4,103.25,0.39%,0.83%,0.44%,G <2000m,D >0%,10%,Large Cap,,,,
HTG,£419.80,£428.90,Energy,Interim Result,Yes,24/08/2023,55,46,91,73,51,73,69,5,3.54,50.65%,20,256,233.31,0.39%,-8.86%,-9.25%,E <500m,E >-20%,0%,Large Cap,,,,
CRPR,£71.70,£83.80,Basic Materials,Interim Result,Yes,24/08/2023,71,26,65,52,49,68,46,4,2.54,,800,733,712.6,0.39%,-2.78%,-3.17%,C <100m,D >0%,20%,Outside,,,,
MACF,£174.20,£212.20,Basic Materials,Interim Result,Yes,24/08/2023,85,65,83,93,75,84,74,6,3.6,30.45%,225,110.33,108.84,0.39%,-1.35%,-1.74%,D <250m,D >0%,20%,Small Cap,,,,
PEYS,£625.90,£613.20,Financials,Interim Result,Yes,24/08/2023,42,33,82,50,38,62,58,2,,-4.46%,439,911,899,0.39%,-1.32%,-1.71%,F <1000m,E >-20%,0%,Financials,,,,
RCN,£191.40,£257.20,Technology,Final Result,Yes,24/08/2023,49,37,76,52,43,63,57,4,0.46,,327,122.74,126.88,0.39%,3.37%,2.98%,D <250m,C >20%,30%,Small Cap,,,,
S32,"£8,563.50","£8,796.40",Basic Materials,Final Result,Yes,24/08/2023,78,90,18,69,84,48,54,4,2.36,22.41%,11,189.4,184.6,0.39%,-2.53%,-2.92%,H >2000m,E >-20%,0%,Large Cap,,,,
TRB,£83.80,£88.70,Industrials,Interim Result,Yes,24/08/2023,38,30,39,26,34,39,35,3,1.06,,253,39.5,40,0.39%,1.27%,0.88%,C <100m,D >0%,10%,Small Cap,,,,
HDT,£2.60,£0.90,Technology,Interim Result,Yes,25/08/2023,59,43,15,30,51,37,29,3,5.88,,328,61,61,0.45%,0.00%,-0.45%,A <10m,G >-100%,-70%,Small Cap,,,,
AMRQ,£131.00,£104.10,Basic Materials,Interim Result,Yes,29/08/2023,23,9,89,32,16,56,49,2,134.59,19.22%,296,50.49,49.25,1.52%,-2.46%,-3.98%,D <250m,F >-60%,-20%,Small Cap,,,,
ARB,£50.20,£99.00,Financials,Interim Result,Yes,29/08/2023,5,10,8,1,8,7,9,3,-14.61,2042.19%,267,9.07,8.66,1.52%,-4.52%,-6.04%,C <100m,B >60%,100%,Financials,,,,
BNZL,"£9,168.60","£10,795.40",Industrials,Interim Result,Yes,29/08/2023,97,45,66,83,71,82,56,8,4.14,16.11%,4,"2,741.00","2,822.00",1.52%,2.96%,1.44%,H >2000m,D >0%,20%,Large Cap,,,,
DAL,£781.20,"£1,428.20",Consumer Cyclicals,Interim Result,Yes,29/08/2023,76,78,85,95,77,81,82,6,1.78,34.39%,879,364,374,1.52%,2.75%,1.23%,F <1000m,B >60%,80%,Outside,,,,
FARN,£175.30,£180.70,Healthcare,Interim Result,Yes,29/08/2023,0,16,62,15,8,31,39,2,-11.45,26.30%,377,264.5,285,1.52%,7.75%,6.23%,D <250m,E >-20%,0%,Small Cap,,,,
PRTC,£519.60,£281.50,Healthcare,Interim Result,Yes,29/08/2023,53,9,61,33,31,57,35,5,6.81,217.74%,11,188.2,191.6,1.52%,1.81%,0.29%,F <1000m,F >-60%,-50%,Large Cap,,,,
FLO,£51.60,£74.30,Industrials,Interim Result,Yes,30/08/2023,60,50,25,39,55,43,38,6,1.52,78.78%,453,85.8,83,0.43%,-3.26%,-3.69%,C <100m,C >20%,40%,Outside,,,,
PRU,"£26,067.40","£26,446.70",Financials,Interim Result,Yes,30/08/2023,27,37,37,23,32,32,37,4,,63.67%,2,979,"1,019.87",0.43%,4.17%,3.74%,H >2000m,E >-20%,0%,Financials,,,,
QRT,£63.40,£69.60,Consumer Cyclicals,Interim Result,Yes,30/08/2023,95,82,72,97,89,84,77,8,4.75,,645,155,155,0.43%,0.00%,-0.43%,C <100m,D >0%,10%,Outside,,,,
WRKS,£20.00,£118.00,Consumer Cyclicals,Final Result,Yes,30/08/2023,61,73,78,85,67,70,76,6,-0.63,94.78%,250,31.73,28.9,0.43%,-8.92%,-9.35%,B <50m,A >100%,490%,Small Cap,,,,
ALFA,£441.40,£432.00,Financials,Interim Result,Yes,31/08/2023,98,18,60,63,58,79,39,7,19.25,47.16%,34,148.45,152,-0.30%,2.39%,2.69%,E <500m,E >-20%,0%,Financials,,,,
BBGI,£956.40,£981.80,Financials,Interim Result,Yes,31/08/2023,63,73,36,59,68,50,55,4,,-2.84%,15,134,140,-0.30%,4.48%,4.78%,F <1000m,E >-20%,0%,Financials,,,,
GEMD,£24.40,£92.10,Basic Materials,Interim Result,Yes,31/08/2023,60,98,11,57,79,36,55,5,-3.14,153.20%,114,17.95,16.65,-0.30%,-7.24%,-6.94%,B <50m,A >100%,280%,Small Cap,,,,
GFTU,"£1,790.10","£1,781.20",Consumer Cyclicals,Interim Result,Yes,31/08/2023,93,74,67,93,84,80,71,7,5.57,27.41%,1,859.6,862.5,-0.30%,0.34%,0.64%,G <2000m,E >-20%,0%,Large Cap,,,,
GKP,£233.60,£139.60,Energy,Interim Result,Yes,31/08/2023,96,99,14,83,98,55,57,7,5.06,122.31%,10,103.06,93.6,-0.30%,-9.18%,-8.88%,D <250m,F >-60%,-40%,Large Cap,,,,
PBEE,£158.90,£138.20,Financials,Interim Result,Yes,31/08/2023,52,2,56,28,27,54,29,5,,109.51%,507,70.7,68,-0.30%,-3.82%,-3.52%,D <250m,E >-20%,-10%,Financials,,,,
PPH,£438.40,"£1,594.80",Consumer Cyclicals,Interim Result,Yes,31/08/2023,47,27,64,40,37,56,46,6,1.02,70.29%,48,"1,045.00","1,090.00",-0.30%,4.31%,4.61%,E <500m,A >100%,260%,Small Cap,,,,
REVB,£109.80,£129.70,Consumer Cyclicals,Final Result,Yes,31/08/2023,24,19,66,27,22,45,43,4,-3.2,,117,34.65,28.7,-0.30%,-17.17%,-16.87%,D <250m,D >0%,20%,Small Cap,,,,
SOM,£167.20,£140.70,Industrials,Final Result,Yes,31/08/2023,87,79,24,71,83,56,52,4,10.06,96.23%,667,298.65,282,-0.30%,-5.58%,-5.28%,D <250m,F >-60%,-20%,Outside,,,,
AT.,£323.00,£351.70,Industrials,Interim Result,Yes,04/09/2023,76,16,85,63,46,81,51,6,8.23,9.12%,75,401.92,406.44,0.53%,1.12%,0.59%,E <500m,D >0%,10%,Small Cap,,,,
BLV,£81.30,£80.60,Financials,Interim Result,Yes,04/09/2023,90,60,79,92,75,85,70,6,10.05,72.02%,230,220,227.4,0.53%,3.36%,2.83%,C <100m,E >-20%,0%,Financials,,,,
ALU,£55.10,£66.50,Industrials,Final Result,Yes,05/09/2023,92,83,68,96,88,80,76,7,5.23,54.10%,328,151.55,156.82,0.03%,3.48%,3.45%,C <100m,D >0%,20%,Small Cap,,,,
AHT,"£24,295.30","£31,412.80",Industrials,Interim Result,Yes,05/09/2023,77,19,94,71,48,86,57,5,4.65,16.08%,4,"5,604.00","5,406.00",0.03%,-3.53%,-3.56%,H >2000m,C >20%,30%,Large Cap,,,,
BIRD,£34.90,£24.90,Technology,Interim Result,Yes,05/09/2023,53,8,4,11,31,29,6,6,24.85,,"1,053",9.1,8.49,0.03%,-6.70%,-6.73%,B <50m,F >-60%,-30%,Outside,,,,
CRW,£485.40,£541.90,Technology,Final Result,Yes,05/09/2023,94,15,53,53,55,74,34,7,3.86,91.58%,541,"1,406.00","1,465.00",0.03%,4.20%,4.17%,E <500m,D >0%,10%,Outside,,,,
SMDS,"£4,310.00","£5,985.00",Basic Materials,Trading Statement,Yes,05/09/2023,70,83,41,74,77,56,62,7,1.78,12.42%,3,313.8,306,0.03%,-2.49%,-2.52%,H >2000m,C >20%,40%,Large Cap,,,,
ECOR,£286.80,£316.30,Basic Materials,Interim Result,Yes,05/09/2023,94,90,16,78,92,55,53,8,,72.88%,36,112,105.4,0.03%,-5.89%,-5.92%,E <500m,D >0%,10%,Small Cap,,,,
ECEL,£126.70,£205.60,Consumer Cyclicals,Interim Result,Yes,05/09/2023,84,95,35,85,90,60,65,6,3.19,91.74%,269,115,103.75,0.03%,-9.78%,-9.81%,D <250m,C >20%,60%,Small Cap,,,,
GAMA,"£1,039.50",£956.70,Technology,Interim Result,Yes,05/09/2023,99,28,40,55,64,70,34,7,16.07,49.80%,19,"1,070.00","1,082.00",0.03%,1.12%,1.09%,G <2000m,E >-20%,-10%,Large Cap,,,,
GETB,£38.20,£36.70,Technology,Interim Result,Yes,05/09/2023,61,22,86,57,42,74,54,7,-2.97,99.34%,397,76.8,68.8,0.03%,-10.42%,-10.45%,B <50m,E >-20%,0%,Small Cap,,,,
HEAD,£175.30,£211.20,Consumer Cyclicals,Interim Result,Yes,05/09/2023,89,97,18,81,93,54,58,7,4.34,15.21%,92,218,224,0.03%,2.75%,2.72%,D <250m,D >0%,20%,Small Cap,,,,
JSG,£522.40,£570.40,Industrials,Interim Result,Yes,05/09/2023,97,38,94,91,68,96,66,9,5.61,18.54%,16,126.6,130,0.03%,2.69%,2.66%,F <1000m,D >0%,10%,Large Cap,,,,
LUCE,£199.10,£228.50,Industrials,Interim Result,Yes,05/09/2023,92,63,83,94,78,88,73,7,3.73,15.78%,229,124.72,128.78,0.03%,3.26%,3.23%,D <250m,D >0%,10%,Small Cap,,,,
MBH,£82.30,£73.00,Basic Materials,Interim Result,Yes,05/09/2023,92,84,71,96,88,82,78,7,3.05,84.77%,343,87.85,89,0.03%,1.31%,1.28%,C <100m,E >-20%,-10%,Small Cap,,,,
MIDW,£425.40,£558.20,Consumer Cyclicals,Interim Result,Yes,05/09/2023,77,41,61,64,59,69,51,5,3.16,73.24%,73,407.5,408.3,0.03%,0.20%,0.17%,E <500m,C >20%,30%,Small Cap,,,,
PEBB,£147.40,£141.40,Consumer Cyclicals,Interim Result,Yes,05/09/2023,75,30,58,53,53,67,44,5,5.02,82.58%,455,90,92,0.03%,2.22%,2.19%,D <250m,E >-20%,0%,Outside,,,,
SWG,£11.70,£10.90,Technology,Final Result,Yes,05/09/2023,7,93,22,33,50,15,58,2,0.83,114.29%,408,47,46.99,0.03%,-0.02%,-0.05%,B <50m,E >-20%,-10%,Outside,,,,
